# 30/12/2021 11:36:47 AM: Prices - EPEX Spot Market Auction - netherlands - Currency: EUR
Delivery day,Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Minimum,Maximum,Middle-Night,Early Morning,Late Morning,Early Afternoon,Rush Hour,Off-Peak 2,Baseload,Peakload,Night,Off-Peak 1,Business,Offpeak,Morning,High Noon,Afternoon,Evening,Sunpeak
14/03/2021,37.40,38.70,37.40,,40.43,42.00,43.60,42.00,57.13,44.90,32.77,14.15,9.97,8.51,1.46,0.00,0.99,17.45,40.00,56.10,64.00,72.22,59.87,46.90,48.92,0.00,72.22,38.48,46.18,25.45,2.74,44.39,56.98,35.70,24.19,39.92,42.33,14.09,47.21,44.20,8.52,14.61,58.00,5.85
13/03/2021,32.11,24.58,22.06,,16.00,16.86,21.04,23.43,19.73,31.50,34.90,0.08,0.00,-3.17,-8.66,-8.74,-4.70,0.07,40.00,40.00,51.19,56.06,56.00,50.00,42.00,-8.74,56.06,23.69,20.27,16.62,-6.32,32.82,51.02,23.01,14.37,22.11,21.98,5.15,31.66,27.39,-2.94,6.66,49.21,-4.20
12/03/2021,38.80,29.90,33.67,,23.98,20.10,32.36,42.90,80.00,72.41,58.46,73.43,45.00,62.96,56.53,55.95,38.40,35.77,41.58,50.60,57.90,70.12,49.90,47.62,51.68,20.10,80.00,31.59,43.84,62.33,53.46,46.46,54.83,48.75,54.08,29.80,37.71,57.89,43.42,63.44,59.48,42.93,54.64,55.38
11/03/2021,17.80,0.10,0.01,,0.00,0.03,14.95,24.97,60.00,119.90,94.00,38.60,35.76,37.88,30.27,26.21,30.77,34.09,50.00,48.33,55.93,41.10,34.30,27.08,12.13,0.00,119.90,4.48,24.99,72.07,31.28,47.09,28.65,34.76,50.15,5.48,14.73,51.67,19.37,74.72,35.63,35.27,36.48,33.25
10/03/2021,55.57,53.05,50.03,,49.04,49.00,53.08,58.90,69.90,68.08,55.96,45.75,47.09,43.91,43.24,43.13,43.63,42.41,53.73,57.63,54.11,41.69,41.36,34.46,24.12,24.12,69.90,51.92,57.72,54.22,43.48,51.97,35.41,49.12,49.89,51.63,54.82,48.85,48.35,63.21,45.00,45.73,42.23,44.46
09/03/2021,41.20,46.66,43.77,,43.09,43.59,48.26,61.70,73.40,81.35,72.55,63.02,59.70,57.94,56.47,56.49,55.38,56.05,65.00,90.16,93.30,70.00,61.70,58.30,52.24,41.20,93.30,43.68,56.74,69.16,56.57,76.13,60.56,60.47,67.28,44.43,50.21,62.86,53.66,72.25,59.28,58.23,70.95,58.17
08/03/2021,47.30,45.50,44.48,,43.02,45.00,50.06,63.92,79.27,86.66,67.90,59.34,57.73,55.35,53.84,54.15,55.41,58.64,70.00,100.87,103.71,66.18,59.16,56.87,52.09,43.02,103.71,45.08,59.56,67.91,54.69,83.31,58.58,61.52,68.63,45.89,52.32,61.30,54.40,74.44,56.57,59.55,73.15,55.97
07/03/2021,45.25,44.90,44.91,,43.44,42.13,43.85,45.24,44.38,41.00,49.90,48.58,39.90,45.00,42.40,38.11,40.00,42.40,47.67,55.84,60.91,56.77,54.27,53.00,48.99,38.11,60.91,44.63,43.90,44.85,41.38,51.71,53.26,46.62,45.98,44.08,44.26,43.11,47.26,45.13,43.97,42.05,54.96,42.33
06/03/2021,48.00,45.85,43.57,,40.80,40.36,40.46,41.45,46.48,48.03,45.61,40.72,43.00,40.40,37.62,36.90,38.57,40.27,48.64,56.02,58.87,54.97,48.89,49.68,49.53,36.90,58.87,44.56,42.19,44.34,38.37,50.95,50.77,45.20,44.55,43.17,43.37,41.36,45.84,45.39,40.44,41.10,52.99,39.54
05/03/2021,41.45,44.25,42.65,,42.03,43.39,41.79,48.39,56.95,67.97,54.90,42.12,39.26,37.91,39.30,42.00,39.40,39.30,41.18,64.16,65.37,59.17,55.34,53.15,48.17,37.91,67.97,42.60,47.63,51.06,39.65,52.50,53.96,47.90,47.74,42.59,45.11,45.36,48.06,57.05,39.65,40.47,57.56,40.00
04/03/2021,48.12,46.14,44.25,,43.39,43.96,46.47,55.80,62.01,65.71,64.93,60.05,56.45,55.00,53.98,53.23,53.49,53.07,56.09,62.13,66.14,57.60,53.10,50.57,39.90,39.90,66.14,45.48,52.06,61.79,53.93,59.36,50.29,53.82,58.36,45.39,48.77,57.86,49.28,62.11,56.37,53.97,54.91,55.37
03/03/2021,44.07,44.72,43.81,,43.93,43.30,49.38,58.99,67.04,66.75,58.20,47.09,41.08,41.43,41.05,42.57,44.90,46.98,56.36,67.68,70.00,60.22,54.74,52.24,38.81,38.81,70.00,44.13,54.68,53.28,42.49,60.26,51.50,51.06,52.01,44.87,49.41,47.88,50.10,62.75,42.66,47.70,57.28,43.02
02/03/2021,44.32,43.89,43.36,,42.14,42.10,47.27,55.91,66.07,71.04,58.73,50.00,42.81,40.72,42.20,41.47,41.71,51.89,58.63,79.31,78.62,63.45,56.92,55.48,52.13,40.72,79.31,43.43,52.84,55.65,41.53,67.11,57.00,52.92,54.76,43.85,48.13,48.59,51.09,62.94,43.93,48.43,64.32,43.15
01/03/2021,42.50,40.96,41.00,,40.95,40.80,44.94,56.10,65.09,66.38,59.16,52.40,41.00,40.04,39.87,40.03,39.90,42.00,55.25,68.49,64.99,57.36,50.85,47.20,41.10,39.87,68.49,41.35,51.73,54.74,39.96,57.68,49.13,49.10,50.79,41.86,46.54,47.35,47.40,61.68,43.33,44.30,55.00,42.21
28/02/2021,41.70,40.10,39.55,,42.73,42.40,39.44,40.06,41.00,42.40,41.48,38.90,38.77,36.00,27.24,26.50,37.41,39.31,51.53,58.63,59.28,55.27,48.25,49.06,43.61,26.50,59.28,41.02,40.73,40.39,31.79,52.19,49.05,42.53,41.45,40.99,40.87,36.09,43.60,41.24,35.23,38.69,52.35,34.14
27/02/2021,44.00,40.49,48.62,,38.40,40.00,39.61,43.34,48.69,53.72,52.37,45.62,41.00,38.71,36.85,36.38,37.68,41.07,58.46,59.21,57.50,54.27,47.40,46.05,42.90,36.38,59.21,42.88,42.91,48.18,37.41,54.06,47.66,45.51,46.55,41.85,42.89,42.79,44.48,49.53,40.55,43.40,51.22,39.37
26/02/2021,45.10,41.80,40.99,,40.24,40.70,42.73,54.39,60.54,60.85,55.51,50.60,43.41,39.95,40.19,39.00,40.14,43.16,52.03,57.91,57.53,54.94,48.65,46.28,42.71,39.00,60.85,42.03,49.59,52.59,39.82,52.66,48.15,47.47,48.36,41.93,45.81,46.21,46.59,57.82,43.54,43.58,51.34,42.22
25/02/2021,35.57,35.08,34.49,,33.30,35.07,38.66,43.10,54.44,53.90,49.81,40.97,41.48,40.86,40.13,42.40,46.23,51.07,56.02,64.90,65.73,56.91,53.50,48.44,45.00,33.30,65.73,34.61,42.82,46.54,42.41,59.43,50.96,46.13,49.46,35.36,38.71,44.47,42.80,50.31,40.86,48.93,55.75,42.01
24/02/2021,20.62,20.39,22.82,,15.80,18.20,21.38,38.19,46.91,53.54,47.00,39.90,36.04,33.43,33.83,36.03,41.90,45.56,54.19,60.93,57.31,51.09,43.59,43.62,36.70,15.80,60.93,19.91,31.17,44.12,36.30,54.50,43.75,38.29,44.97,19.87,25.54,40.21,31.61,46.41,35.80,44.42,48.87,36.86
23/02/2021,41.71,40.13,39.17,,37.73,37.63,39.06,42.95,56.95,59.22,56.20,49.87,41.86,39.90,38.90,39.00,39.74,46.32,57.30,58.37,58.03,50.02,43.84,40.10,35.22,35.22,59.22,39.69,44.15,51.79,39.39,55.01,42.30,45.38,48.73,39.24,41.92,45.59,42.04,53.83,42.63,45.59,47.60,41.55
22/02/2021,40.04,39.41,38.01,,37.77,37.22,39.29,49.49,57.85,58.99,55.04,45.00,41.89,41.10,40.60,43.61,51.49,58.02,63.72,72.22,65.68,57.97,51.61,48.63,44.06,37.22,72.22,38.81,45.96,50.23,44.20,64.91,50.57,49.11,53.11,38.62,42.39,47.22,45.11,55.34,42.15,54.21,56.70,43.95
21/02/2021,19.11,16.95,23.11,,13.44,12.18,18.91,19.13,29.01,31.36,34.58,31.45,32.08,32.68,25.47,25.76,35.09,43.07,55.53,58.06,56.61,50.11,41.94,43.87,40.64,12.18,58.06,18.15,19.81,32.37,29.75,53.32,44.14,32.92,38.48,17.28,18.98,31.06,27.37,28.52,30.42,39.86,48.54,30.42
20/02/2021,39.51,37.66,36.35,,35.02,35.02,32.57,35.45,37.01,38.95,40.00,31.79,28.86,28.00,20.88,17.47,24.28,34.36,40.00,45.56,43.00,47.40,36.00,39.90,30.51,17.47,47.40,37.14,35.01,34.90,22.66,40.73,38.45,34.81,32.76,36.02,36.07,28.78,36.87,37.85,27.38,29.03,40.40,25.21
19/02/2021,37.10,37.02,38.40,,36.03,36.70,38.96,43.71,55.93,60.39,58.00,52.68,47.62,46.18,43.44,43.64,49.92,56.44,60.55,62.53,57.97,49.04,45.86,46.06,41.68,36.03,62.53,37.14,43.83,54.67,45.80,59.37,45.66,47.74,53.28,37.37,40.48,50.23,42.21,54.51,47.48,52.64,50.52,47.25
18/02/2021,42.26,41.01,39.10,,38.77,37.59,40.05,45.79,60.16,61.90,59.15,50.94,48.46,45.38,43.59,43.66,42.70,43.55,47.60,54.00,50.10,50.10,43.00,45.10,40.01,37.59,61.90,40.29,45.90,55.11,43.83,48.81,44.55,46.42,49.25,39.80,43.09,49.47,43.58,56.75,47.09,44.38,47.05,45.79
17/02/2021,42.01,41.36,40.00,,37.40,38.04,38.69,40.61,52.12,60.08,61.19,56.43,51.80,46.46,43.95,45.33,46.20,53.80,61.00,71.27,65.73,57.60,48.37,47.58,44.99,37.40,71.27,40.19,42.37,57.38,45.49,62.95,49.64,49.67,55.27,39.58,41.28,51.43,44.06,53.50,49.66,51.58,55.92,48.36
16/02/2021,46.29,44.28,43.52,,42.22,42.35,44.97,50.44,62.59,67.64,67.83,58.00,56.62,57.00,55.66,48.41,43.10,46.87,54.77,60.76,43.20,44.60,48.24,47.38,43.05,42.22,67.83,44.08,50.09,62.52,51.04,51.40,45.82,50.82,54.99,43.94,47.08,56.78,46.66,62.13,56.82,48.29,47.87,53.13
15/02/2021,38.46,37.16,37.07,,34.23,31.29,39.22,46.66,59.20,62.47,58.61,55.69,58.57,56.10,54.56,50.32,48.95,51.18,57.95,68.06,58.62,55.76,48.20,50.01,46.11,31.29,68.06,36.73,44.09,58.84,52.48,58.95,50.02,50.19,56.76,36.24,40.41,55.66,43.61,56.74,56.23,52.10,54.46,54.03
14/02/2021,44.16,43.00,42.50,,42.90,42.37,42.14,42.46,42.47,45.44,44.32,43.80,41.65,40.03,42.54,41.50,42.78,45.00,53.97,62.20,53.95,46.00,43.40,42.00,39.13,39.13,62.20,43.14,42.36,43.80,41.71,53.78,42.63,44.57,46.43,42.85,42.75,42.76,42.71,43.67,42.01,45.81,47.78,42.05
13/02/2021,48.07,47.14,47.02,,45.58,44.68,45.42,45.72,48.40,60.02,64.54,59.19,42.30,42.30,42.30,42.30,47.40,51.00,64.38,72.96,69.00,52.17,45.20,45.56,42.50,42.30,72.96,46.95,46.06,56.51,43.58,64.34,46.36,50.63,54.81,46.32,46.50,50.04,46.46,54.67,46.52,51.27,54.57,45.97
12/02/2021,48.37,49.09,49.22,,47.30,45.60,46.00,62.90,75.20,79.46,80.10,71.00,48.36,47.38,47.33,47.39,46.80,54.90,71.24,79.95,67.83,57.57,51.56,53.08,48.54,45.60,80.10,48.50,57.43,69.73,47.23,68.48,52.69,57.34,61.81,47.60,52.96,58.48,52.87,74.42,53.52,55.08,59.76,51.38
11/02/2021,55.64,53.13,50.20,,50.04,50.02,57.41,70.90,103.95,136.71,133.19,98.14,91.52,80.52,72.70,70.40,71.93,77.23,95.00,133.53,99.31,74.33,62.30,59.10,52.00,50.02,136.71,52.25,70.57,114.89,73.89,101.27,61.93,79.13,96.68,52.74,61.41,94.39,61.59,111.19,85.72,78.64,80.10,80.87
10/02/2021,51.50,49.55,48.35,,47.50,47.68,49.20,60.00,76.38,92.33,98.62,93.68,88.32,79.99,75.91,74.96,76.19,80.18,94.15,109.86,88.09,73.26,64.19,56.58,47.60,47.50,109.86,49.23,58.32,93.24,76.76,93.07,60.41,71.84,87.69,48.96,53.77,85.00,55.98,81.83,84.48,81.37,73.26,81.51
09/02/2021,46.70,46.50,46.53,,46.05,46.40,47.97,53.19,67.00,80.64,80.65,79.98,73.55,65.17,69.51,70.15,71.82,71.02,79.06,80.00,74.00,64.95,56.62,55.67,50.09,46.05,80.65,46.45,53.64,78.71,69.16,76.02,56.83,63.47,74.63,46.69,50.04,73.93,52.31,70.37,72.05,73.01,63.56,71.70
08/02/2021,27.00,19.90,16.00,,12.79,0.09,20.54,45.50,54.10,58.14,56.75,55.88,57.22,55.58,55.50,48.00,54.96,55.06,61.45,64.32,59.54,49.88,47.21,44.88,43.42,0.09,64.32,18.92,30.06,57.00,53.51,60.09,46.35,44.32,56.87,16.05,24.49,55.25,31.78,53.62,56.05,54.87,51.54,54.52
07/02/2021,25.00,21.30,0.00,,-0.04,-2.01,0.00,-1.17,5.92,42.32,72.00,57.40,57.00,48.87,57.98,55.00,49.90,46.65,59.00,69.66,65.00,44.92,46.67,43.39,44.10,-2.01,72.00,11.57,0.69,57.18,52.94,60.08,44.77,37.87,56.73,7.38,6.13,55.06,19.01,29.77,55.31,52.64,52.29,54.36
06/02/2021,64.70,44.94,41.00,,35.08,34.72,35.80,43.00,55.00,50.00,56.74,55.00,43.52,41.94,56.00,46.20,40.10,45.00,48.80,47.40,42.98,42.40,30.29,33.07,28.50,28.50,64.70,46.43,42.13,51.32,46.06,46.05,33.57,44.26,47.81,42.71,44.28,48.69,40.71,51.19,49.12,45.03,37.44,47.13
05/02/2021,45.57,44.01,42.24,,41.20,40.52,43.36,50.43,58.65,62.02,61.03,59.54,58.54,57.90,54.51,50.00,48.00,49.69,56.92,58.63,57.46,50.00,49.89,48.49,49.39,40.52,62.02,43.26,48.24,60.28,52.60,55.68,49.44,51.58,56.19,42.82,45.75,56.44,46.98,58.03,57.62,51.15,52.31,54.75
04/02/2021,42.30,38.77,37.18,,31.99,35.20,39.37,48.32,57.15,59.19,55.00,49.90,56.43,56.09,55.69,56.56,58.00,59.42,70.73,71.50,67.51,59.39,53.78,52.70,42.70,31.99,71.50,37.56,45.01,55.13,56.59,67.29,52.14,52.29,59.67,37.47,41.29,55.86,44.90,54.92,54.53,61.18,57.93,55.45
03/02/2021,35.58,31.22,30.27,,28.89,30.14,36.99,41.20,55.91,56.08,56.08,54.03,56.97,54.31,51.58,46.23,44.36,42.01,48.01,53.25,55.04,49.18,45.20,47.40,41.78,28.89,56.97,31.49,41.06,55.79,49.12,49.58,45.89,45.49,51.50,32.18,36.28,52.46,39.48,52.32,54.22,45.15,48.64,51.25
02/02/2021,46.13,45.05,43.59,,42.44,43.98,45.02,57.51,60.00,57.40,59.63,60.00,42.70,52.00,60.26,58.06,52.96,45.70,57.41,58.18,58.06,49.96,47.47,46.54,40.62,40.62,60.26,44.30,51.63,54.93,55.82,54.84,46.15,51.28,55.20,44.37,47.97,55.38,47.36,58.64,53.74,53.53,50.14,54.33
01/02/2021,41.18,40.00,40.00,,38.51,37.40,39.99,53.94,63.39,64.81,65.10,64.66,65.57,64.46,64.76,64.00,63.18,63.74,69.42,81.58,69.90,62.29,56.36,55.25,49.40,37.40,81.58,39.92,48.68,65.04,64.10,71.16,55.83,57.45,66.77,39.51,44.30,64.57,48.14,61.81,64.86,65.09,62.46,64.44
31/01/2021,42.08,40.98,40.51,,39.50,38.61,40.41,40.37,41.29,44.85,49.15,50.73,51.14,50.37,46.23,45.90,47.92,53.56,64.46,63.88,62.35,57.99,51.34,49.28,45.36,38.61,64.46,40.77,40.17,48.97,47.61,61.06,50.99,48.26,52.55,40.35,40.47,48.29,43.98,43.92,49.62,52.96,55.03,48.72
30/01/2021,42.02,42.31,39.05,,37.96,34.86,38.09,41.08,43.35,48.74,57.73,57.81,57.78,55.13,50.60,47.99,48.05,56.06,60.54,61.65,59.62,52.78,46.96,46.98,42.30,34.86,61.65,40.34,39.35,55.52,50.44,59.47,47.26,48.73,55.14,39.05,39.84,52.98,42.31,47.73,55.33,53.16,51.72,52.89
29/01/2021,42.71,39.65,37.79,,36.80,36.46,38.99,45.00,55.42,58.56,58.88,56.67,54.73,53.29,49.01,45.72,49.90,54.39,59.54,60.79,59.38,54.34,50.03,45.90,42.79,36.46,60.79,39.24,43.97,57.21,49.48,58.53,48.27,49.45,55.07,38.73,41.60,53.35,43.82,54.47,53.43,52.39,52.21,51.55
28/01/2021,46.87,44.93,43.83,,42.40,43.64,44.41,53.25,63.44,68.09,66.64,64.98,64.00,60.74,57.00,48.00,46.10,53.71,58.84,63.30,55.48,52.13,52.02,51.02,45.51,42.40,68.09,44.51,51.19,65.93,52.96,57.83,50.17,53.76,58.91,44.35,47.85,59.44,48.62,62.86,61.68,51.66,53.24,56.80
27/01/2021,45.10,44.97,43.32,,42.04,42.27,44.93,51.25,58.57,66.44,62.80,63.87,64.72,65.78,47.10,48.60,45.20,65.90,68.17,70.48,57.39,51.89,50.00,49.00,47.50,42.04,70.48,43.86,49.26,64.46,51.67,65.49,49.60,54.05,60.54,43.77,46.56,58.06,47.57,59.77,60.37,56.97,54.38,55.88
26/01/2021,44.82,47.33,43.74,,42.34,46.10,50.77,55.72,69.05,73.95,60.00,73.91,72.00,70.00,62.43,65.74,68.15,68.75,73.73,55.00,51.62,54.86,53.88,51.05,46.56,42.34,73.95,44.56,55.41,69.97,66.58,62.28,51.59,58.40,66.27,45.85,49.98,68.27,50.52,64.68,69.59,69.09,52.16,68.71
25/01/2021,46.62,43.09,43.00,,42.59,42.20,45.66,61.95,70.00,75.62,79.67,74.95,71.88,69.02,67.00,65.48,50.00,67.04,71.69,67.70,50.59,53.00,49.00,45.61,41.02,41.02,79.67,43.83,54.95,75.53,62.88,64.26,47.16,58.10,67.55,43.86,49.39,69.20,48.65,71.81,70.71,63.55,51.15,66.39
24/01/2021,44.80,40.67,41.24,,40.24,39.78,39.90,40.56,41.97,46.00,54.00,53.09,54.34,51.86,45.99,44.34,45.93,52.00,63.00,65.00,69.19,59.30,55.76,53.93,47.89,39.78,69.19,41.74,40.55,51.86,47.03,62.30,54.22,49.62,53.73,41.11,41.15,49.44,45.50,45.63,51.32,51.32,58.51,49.26
23/01/2021,47.40,44.72,44.38,,42.31,38.91,41.97,42.40,45.88,50.00,56.92,58.15,58.95,56.63,52.00,51.00,53.65,58.30,63.09,66.13,63.29,58.16,52.80,51.20,47.18,38.91,66.13,44.70,42.29,56.01,53.32,62.70,52.34,51.89,57.34,43.28,43.50,54.66,46.44,48.80,56.43,56.51,56.46,55.06
22/01/2021,87.76,50.28,45.10,,40.00,31.46,43.60,53.18,49.90,68.79,63.00,44.40,43.08,42.18,42.16,46.24,54.49,57.31,64.48,66.77,63.89,54.00,52.91,51.79,45.00,31.46,87.76,55.79,44.54,54.82,46.27,63.11,50.93,52.57,54.73,49.70,50.16,50.54,50.42,58.72,42.96,55.63,55.73,45.43
21/01/2021,32.40,19.43,9.08,,1.07,0.20,15.15,31.16,51.80,66.08,71.68,50.00,45.00,44.95,42.40,44.00,45.00,46.84,60.75,58.53,65.02,72.97,61.84,62.95,64.90,0.20,72.97,15.50,24.58,58.19,44.09,57.79,65.67,44.30,53.35,12.89,20.04,51.14,35.25,55.18,45.59,49.15,64.37,45.23
20/01/2021,31.03,28.38,26.67,,25.18,28.94,31.68,43.80,53.61,61.74,63.46,51.96,59.62,57.24,51.13,44.40,43.15,44.41,56.00,57.87,54.00,47.40,44.90,42.40,30.10,25.18,63.46,27.82,39.51,59.20,48.98,53.07,41.20,44.96,53.75,28.65,33.66,54.09,36.17,55.65,54.99,46.99,46.11,51.25
19/01/2021,37.96,37.13,35.45,,36.10,37.41,39.41,42.76,46.68,55.15,56.31,54.48,56.30,52.21,52.11,52.37,51.34,51.89,54.90,52.55,45.39,42.78,43.70,39.90,31.23,31.23,56.31,36.66,41.57,55.56,52.01,51.18,39.40,46.06,52.92,37.24,39.11,53.78,39.21,50.23,53.78,52.63,42.59,53.14
18/01/2021,45.30,45.83,45.59,,45.94,46.31,44.94,52.00,64.38,76.40,70.10,66.37,59.60,49.71,46.00,53.00,48.40,54.54,59.94,53.31,49.78,46.60,46.00,43.78,39.08,39.08,76.40,45.67,51.91,68.12,49.28,54.39,43.87,52.20,57.26,45.65,48.79,58.70,47.15,65.72,55.42,53.97,46.43,53.85
17/01/2021,45.50,44.82,44.44,,46.09,45.80,45.42,46.20,46.00,46.21,46.23,52.99,56.22,49.55,51.13,49.95,53.48,60.60,67.05,72.00,59.21,54.66,47.00,50.46,45.40,44.44,72.00,45.21,45.86,50.41,51.03,64.72,49.38,51.10,55.39,45.35,45.53,50.72,46.82,46.16,52.47,57.77,54.79,52.22
16/01/2021,50.00,50.00,48.29,,49.84,49.51,48.52,47.60,49.78,60.00,63.95,59.81,60.14,48.85,45.89,47.40,50.65,57.70,65.01,66.40,63.71,53.10,51.28,53.20,47.19,45.89,66.40,49.53,48.85,60.98,48.20,63.21,51.19,53.66,57.46,49.36,49.19,54.59,49.86,55.33,53.67,55.19,55.81,52.12
15/01/2021,48.98,48.66,47.70,,46.60,48.00,51.52,62.97,77.94,93.74,97.76,90.69,86.97,79.25,76.64,77.14,76.98,82.00,99.40,98.02,95.01,77.20,67.18,63.19,53.19,46.60,99.40,47.99,60.11,92.29,77.50,93.61,65.19,72.78,87.80,48.58,54.05,84.90,57.76,83.10,83.39,83.88,75.63,81.28
14/01/2021,84.90,61.05,48.18,,50.13,44.00,46.84,60.04,79.90,88.82,89.27,89.63,91.05,88.75,87.10,83.98,79.96,83.42,100.10,90.16,87.70,74.58,62.74,59.82,55.60,44.00,100.10,61.07,57.70,89.69,84.95,90.35,63.19,74.49,88.33,55.85,59.38,87.32,60.65,79.51,89.13,86.87,71.77,86.75
13/01/2021,47.60,48.30,47.60,,40.00,34.98,47.60,52.50,61.00,58.00,57.10,53.05,51.00,49.60,51.03,54.10,57.10,90.91,123.12,71.00,63.00,54.10,65.00,51.20,54.10,34.98,123.12,45.88,49.02,54.79,52.96,87.01,56.10,57.62,64.92,44.35,47.45,53.87,50.33,57.15,51.17,81.31,59.73,52.65
12/01/2021,24.43,24.61,19.51,,24.38,27.16,36.18,47.70,60.00,62.65,83.13,71.00,57.17,58.39,53.39,49.63,53.73,68.02,87.19,62.40,53.30,53.30,54.40,48.40,45.69,19.51,87.19,23.23,42.76,68.49,53.79,67.73,50.45,51.07,63.33,26.05,33.00,61.14,38.81,63.37,59.99,64.64,52.92,57.22
11/01/2021,47.75,46.10,45.33,,44.59,44.58,43.41,44.19,52.00,59.15,59.19,52.00,46.12,45.60,45.10,45.90,45.07,45.90,52.00,44.35,40.50,38.34,45.10,34.31,27.39,27.39,59.19,45.94,46.05,54.12,45.42,45.69,36.29,45.58,48.41,45.29,45.99,49.77,42.76,53.63,47.21,47.22,38.33,46.63
10/01/2021,51.72,45.73,46.30,,46.39,46.30,45.35,46.30,46.10,53.13,51.88,47.20,48.10,46.30,47.81,53.18,54.85,56.52,62.09,63.41,55.24,48.05,46.94,45.02,45.10,45.02,63.41,47.54,46.01,50.08,50.54,59.32,46.28,49.96,53.31,46.97,46.77,50.31,46.61,49.35,47.35,56.66,50.63,49.57
09/01/2021,50.67,48.60,48.02,,49.25,49.63,47.20,46.72,50.49,59.80,66.92,67.71,68.00,67.01,62.53,60.00,60.00,62.78,69.92,71.99,68.95,62.66,53.21,54.77,45.00,45.00,71.99,49.14,48.51,65.61,62.39,68.41,53.91,57.99,65.47,48.90,48.82,64.00,50.52,55.98,66.31,63.18,59.43,64.21
08/01/2021,45.41,42.13,42.39,,42.07,43.83,48.17,57.73,74.90,103.54,110.45,109.96,106.82,102.37,97.61,95.00,95.42,95.00,110.00,87.44,56.81,45.10,44.88,46.26,43.20,42.07,110.45,43.00,56.16,107.69,97.60,87.31,44.86,72.77,97.54,44.00,49.58,102.65,48.01,86.66,104.19,98.86,53.95,101.20
07/01/2021,44.50,42.40,40.54,,43.10,45.00,45.81,46.46,58.31,81.40,81.17,79.81,83.24,82.00,79.61,80.40,83.57,89.68,100.00,80.00,62.90,44.00,45.90,50.54,41.90,40.54,100.00,42.64,48.90,81.41,81.40,83.15,45.59,63.84,81.98,43.56,45.77,81.40,45.71,66.84,81.17,88.41,54.21,81.44
06/01/2021,44.62,44.70,45.27,,44.08,44.33,45.79,42.16,46.11,60.10,50.00,52.40,60.00,53.20,56.22,59.94,56.91,64.00,68.83,45.48,53.68,44.24,44.90,43.60,43.60,42.16,68.83,44.67,44.60,55.63,56.57,58.00,44.09,50.59,56.73,44.80,44.63,56.10,44.45,49.59,55.46,62.42,45.92,56.45
05/01/2021,41.82,41.98,41.92,,42.00,41.96,45.00,36.97,45.10,58.08,60.00,59.22,60.47,59.51,64.35,59.91,60.87,62.21,62.98,45.70,43.37,42.12,45.65,45.60,42.45,36.97,64.35,41.93,42.26,59.44,61.16,53.57,43.96,50.39,58.06,42.45,42.09,60.30,42.71,50.04,60.89,61.49,44.15,60.72
04/01/2021,41.96,39.00,37.14,,35.79,36.63,41.83,38.74,41.61,60.00,64.83,60.00,58.40,59.34,58.40,59.91,59.52,62.06,67.37,61.56,42.90,41.39,42.90,41.94,40.00,35.79,67.37,38.47,39.70,60.81,59.29,58.47,41.56,49.72,59.52,38.73,39.09,60.05,39.91,51.30,59.04,62.22,45.12,59.26
03/01/2021,46.11,43.00,39.55,,45.30,43.00,43.00,42.00,45.30,43.32,60.90,72.23,62.16,60.90,59.00,52.65,44.67,57.67,70.00,59.90,44.30,42.00,41.23,42.90,33.50,33.50,72.23,43.49,43.33,59.65,54.31,57.97,39.91,49.77,57.31,43.33,43.41,56.98,42.24,47.88,63.57,56.25,43.97,58.60
02/01/2021,46.69,42.43,41.09,,40.00,37.55,39.00,42.09,44.96,48.45,52.00,52.00,52.15,55.95,52.00,50.69,53.45,59.99,62.00,63.08,62.17,60.03,55.03,52.25,48.45,37.55,63.08,42.55,40.90,51.15,53.02,61.81,53.94,50.56,55.33,41.13,41.73,52.09,45.80,46.88,53.03,56.53,56.84,52.71
01/01/2021,50.87,48.19,44.68,,42.92,40.39,40.20,39.63,40.09,41.27,44.88,45.00,47.20,50.78,45.49,44.73,46.59,52.99,60.26,60.61,60.36,57.40,53.86,53.45,49.72,39.63,60.61,46.67,40.08,44.59,46.90,58.56,53.61,48.40,50.01,44.54,43.37,45.74,46.78,41.47,47.12,51.14,55.90,46.63
